INSERT INTO [scPessoa].[Telefone_Pessoa] (codigo_pais, codigo_area, telefone)
VALUES
('94', '30', '30962562'),
('Brasil', 'trykyrl', 'ylszwna', 'osyzyxk', 'whtrfmu', '948', NULL, '38748317'),
('Brasil', 'macanya', 'ihxgnqt', 'vunlvgd', 'evjwolh', '100', 'Apto 15', '58990866'),
('Brasil', 'lkabacz', 'mlgdaid', 'snddutu', 'nbybhky', '472', NULL, '25277866'),
('Brasil', 'vpbzdnl', 'vnipycn', 'hfpenvz', 'cylpipt', '498', NULL, '87568473'),
('Brasil', 'ivpfpqv', 'pjkzlgx', 'vsxbhlw', 'bzureov', '874', NULL, '99928932'),
('Brasil', 'acbyicm', 'cgugprm', 'swfklru', 'bbifsgc', '286', NULL, '19973049'),
('Brasil', 'dgblrwx', 'axaasot', 'xjuzdra', 'nvrhfek', '338', 'Apto 20', '69033021'),
('Brasil', 'sonclop', 'vbolzst', 'oeaevbe', 'obujuam', '47', NULL, '42827181'),
('Brasil', 'jkbnqzg', 'yndetfr', 'eocmcxa', 'bntoeop', '34', NULL, '49083013'),
('Brasil', 'dkgataj', 'cdabsdg', 'dehldob', 'tdcfhex', '978', NULL, '74022633'),
('Brasil', 'ilnqfmb', 'akrqkdf', 'tuwzdbb', 'ndbeebw', '566', NULL, '55406788'),
('Brasil', 'lbhuust', 'axyipgf', 'cqrfppp', 'ghxurbs', '732', 'Apto 25', '68938589'),
('Brasil', 'ohpwxtr', 'fmgzjmy', 'aiieexk', 'tlywajk', '722', NULL, '33248649'),
('Brasil', 'bljyymx', 'abojona', 'rofoswi', 'qzgdrzp', '621', NULL, '79719349'),
('Brasil', 'flshmje', 'wudxeab', 'aaegccn', 'ikibrao', '562', NULL, '40144092'),
('Brasil', 'pryehxd', 'swrqser', 'krffjbh', 'ljjtbkj', '744', NULL, '75844296'),
('Brasil', 'ghmtmms', 'urbygko', 'njbxzti', 'pxdiaiv', '667', 'Apto 30', '83913700'),
('Brasil', 'zpqwbvy', 'rabumrs', 'gabjcyf', 'jrmcpng', '706', NULL, '47446308'),
('Brasil', 'yeouvqh', 'ssikmtz', 'udxbkwk', 'dhsoznm', '631', NULL, '43358992'),
('Brasil', 'qzdqlvb', 'boqjtjh', 'bbywxcx', 'chlobuc', '946', NULL, '59417212'),
('Brasil', 'otmkmrv', 'pjnwywj', 'bqzznch', 'gwvtavx', '844', NULL, '87188109'),
('Brasil', 'jzkitnn', 'wlnfxse', 'rzmzesz', 'huvwibv', '627', 'Apto 35', '22039545'),
('Brasil', 'ejonujc', 'sldalrx', 'obxhgzq', 'eyqqomg', '605', NULL, '97048706'),
('Brasil', 'bxmeutd', 'xsjfqyb', 'orfxnrm', 'lxckduq', '310', NULL, '15699312'),
('Brasil', 'yzvpvyk', 'dyzlzeq', 'xsggulb', 'mogcluw', '912', NULL, '7867607'),
('Brasil', 'sbupptt', 'brwxtaj', 'lbuziea', 'jaydmdz', '126', NULL, '54794679'),
('Brasil', 'mmwrqlu', 'ixrcnyx', 'azqbblf', 'sjcgiau', '875', 'Apto 40', '65194919'),
('Brasil', 'yndcfyk', 'qxmpbgj', 'vncpfkr', 'oonidtr', '589', NULL, '1251414'),
('Brasil', 'ydpbfkq', 'leyackb', 'uiltmpc', 'ettsatl', '207', NULL, '30387028'),
('Brasil', 'lzfoinc', 'uwhudsw', 'pvkvwtg', 'ovuxfcb', '750', NULL, '28128722'),
('Brasil', 'gbwdwmz', 'zkawzgl', 'qqurdwt', 'yuavvhk', '480', NULL, '81888077'),
('Brasil', 'tuukixl', 'beointy', 'uhjfudq', 'mvkjhul', '466', 'Apto 45', '92487271'),
('Brasil', 'gjdwydc', 'rztisbx', 'ayjvdak', 'goybklp', '855', NULL, '14997460'),
('Brasil', 'bvkyrah', 'lyodmmp', 'znyzoqd', 'qiebtge', '460', NULL, '42726897'),
('Brasil', 'cnansvf', 'glnpvlr', 'dhbuwwf', 'anwipcz', '915', NULL, '48956470'),
('Brasil', 'hfcrmmu', 'zyxylkb', 'lesxctk', 'hbpsids', '663', NULL, '89581396'),
('Brasil', 'vjmttbf', 'jwxnydp', 'kvnmtix', 'qwgesyh', '818', 'Apto 50', '13042476'),
('Brasil', 'lglyjlc', 'nrrbyfc', 'mlvgqqd', 'drtxuxq', '994', NULL, '29884079'),
('Brasil', 'oyvgnsu', 'eikppwq', 'rbiqdpe', 'enmvzyx', '823', NULL, '59041103'),
('Brasil', 'fdngfjm', 'etpnjcu', 'ocpnoyt', 'pbpqkbj', '685', NULL, '16744571'),
('Brasil', 'yfjdcuy', 'fxbutbi', 'twbkioo', 'bsihzll', '545', NULL, '62937767'),
('Brasil', 'mcuibwf', 'jqbbeja', 'ibrnioj', 'oyoyfer', '351', 'Apto 55', '90188571'),
('Brasil', 'hbagbre', 'mlooxnc', 'gjpxsnh', 'jplqkrr', '472', NULL, '94887648'),
('Brasil', 'jgzetcm', 'esqlbsp', 'hpanfbv', 'flklboc', '705', NULL, '80235980'),
('Brasil', 'stsiikc', 'kirfanl', 'hgbeydy', 'atblatt', '178', NULL, '23865054'),
('Brasil', 'grlqaaa', 'sgdftlh', 'rbbpprz', 'zosdclb', '274', NULL, '57698050'),
('Brasil', 'dqcyxvh', 'ddoslcb', 'usjpbna', 'edanmfq', '327', 'Apto 60', '98274746'),
('Brasil', 'rfnwxha', 'ewazxlp', 'xbbwqfm', 'sqhpmyi', '642', NULL, '45475357'),
('Brasil', 'lcnsqbr', 'szjyjhs', 'mbepzfc', 'ncbabbf', '553', NULL, '25116555'),
('Brasil', 'pkjdwvd', 'bkbsllg', 'ujphxal', 'bbngguj', '339', NULL, '50507628'),
('Brasil', 'blhkwmk', 'sfzkebm', 'jmueakc', 'djarxqu', '976', NULL, '96742364'),
('Brasil', 'ivaucqv', 'mjiyrde', 'vcfpkqb', 'jspxfoi', '422', 'Apto 65', '65408594'),
('Brasil', 'slyjxba', 'pnxoseo', 'xirsiak', 'cxiufos', '816', NULL, '16877015'),
('Brasil', 'btsufch', 'orgrddd', 'obvvbjb', 'bvbwbuk', '418', NULL, '65547958'),
('Brasil', 'ffwpqib', 'exhkbhp', 'mdbefba', 'qzwreyk', '773', NULL, '57794435'),
('Brasil', 'cbwnwcx', 'oabbfrf', 'bqbhlcc', 'dbmwbuj', '50', NULL, '20163487'),
('Brasil', 'pbktocz', 'rbbktym', 'ensbyia', 'rnwblyv', '102', 'Apto 70', '80611623'),
('Brasil', 'bkqsknq', 'nzvblgp', 'xachdbi', 'jdzvdet', '486', NULL, '31045203'),
('Brasil', 'yacxhef', 'hadgmlt', 'ykdxxkh', 'xnkybxo', '386', NULL, '22334284'),
('Brasil', 'nmwwwbe', 'abkacew', 'pqjblsy', 'nopntpv', '325', NULL, '77777766'),
('Brasil', 'brjcpvs', 'jbnrtab', 'zcogmlo', 'ydbliok', '769', NULL, '79016993'),
('Brasil', 'hiavclx', 'kjohjwv', 'rarauce', 'yyjxuwe', '905', 'Apto 75', '60659896'),
('Brasil', 'dxgrrip', 'qvjstqo', 'soymvmn', 'xnsrbyz', '769', NULL, '84966898'),
('Brasil', 'hwpjnqy', 'cojbuqt', 'mepnbrj', 'ykihwze', '437', NULL, '65511832'),
('Brasil', 'ksrbdbz', 'hbvbgpw', 'vqfubfx', 'bewmcbs', '300', NULL, '46315845'),
('Brasil', 'mllvkro', 'cracpmb', 'jkqlufk', 'dwuvzlq', '510', NULL, '43658716'),
('Brasil', 'pgajjgr', 'guzkosv', 'svuobpb', 'lrtdqvb', '748', 'Apto 80', '9670371'),
('Brasil', 'lnftzez', 'vviejdv', 'zikeeed', 'xuwkpha', '602', NULL, '95471296'),
('Brasil', 'dehjefk', 'bclbgyt', 'fmbtpyf', 'cippapo', '598', NULL, '1999814'),
('Brasil', 'jogqctq', 'jshwtfv', 'djobpnc', 'ntcfenw', '878', NULL, '99131162'),
('Brasil', 'ibpkpbx', 'iqsadfa', 'ffcomeo', 'jqmrltl', '838', NULL, '44330519'),
('Brasil', 'hpbmpwa', 'hzwhhik', 'ulsqphh', 'sssdifb', '947', 'Apto 85', '35112776'),
('Brasil', 'mxbzkvy', 'baqwknl', 'plhdnwt', 'badfxyx', '838', NULL, '67578420'),
('Brasil', 'whemyuc', 'hsfttyg', 'sibhgdb', 'bgiryck', '458', NULL, '33243956'),
('Brasil', 'wdoowsz', 'emzijvk', 'yhlomvz', 'eozherv', '665', NULL, '37872235'),
('Brasil', 'bzirelb', 'gdvcsjn', 'czrxwbf', 'jdppueb', '750', NULL, '81727772'),
('Brasil', 'yrqgpbx', 'jebeofp', 'cbhcuqu', 'tgbfrbu', '95', 'Apto 90', '38494951'),
('Brasil', 'fbhbmud', 'powndap', 'dbweebs', 'uehrjui', '881', NULL, '88717528'),
('Brasil', 'urntupb', 'duvcxfb', 'jyuntkd', 'gzubbbw', '860', NULL, '61420739'),
('Brasil', 'owzobpi', 'gquveso', 'qxfqaee', 'txlafbn', '883', NULL, '96213433'),
('Brasil', 'mrkqktl', 'vhdgouo', 'wbehjoo', 'xldxacu', '81', NULL, '14139713'),
('Brasil', 'ysnobmc', 'axplsvj', 'ruzwbmx', 'hdksijd', '861', 'Apto 95', '20519001'),
('Brasil', 'etbsgyv', 'oitifcr', 'hqoemxt', 'tgihnbe', '645', NULL, '29576985'),
('Brasil', 'jjuzrxp', 'uwcdrgc', 'jhnalqg', 'okgjebe', '676', NULL, '5340526'),
('Brasil', 'iscqihr', 'bdhbzrv', 'knibiwm', 'spmekjc', '280', NULL, '80305480'),
('Brasil', 'fxjlfzz', 'bmliojr', 'vfuzuqs', 'mwuszng', '441', NULL, '47893097'),
('Brasil', 'fjmnnvy', 'baxbgni', 'rwgwxdi', 'ydoytuu', '496', 'Apto 100', '83137388'),
('Brasil', 'cvifyeb', 'yzgloeo', 'jkkgjrx', 'jodmacm', '622', NULL, '9114303'),
('Brasil', 'xbovrob', 'ngipody', 'grybqmj', 'wwfuwdo', '737', NULL, '85225476'),
('Brasil', 'yktmnnq', 'ofmjbbt', 'qoqjjfr', 'vcolkmw', '462', NULL, '75375005'),
('Brasil', 'imgmpxd', 'paecvgb', 'ityymzp', 'fnmvrll', '328', NULL, '60246456'),
('Brasil', 'pqbmsfg', 'evridtx', 'ojvnfxc', 'temjdap', '623', 'Apto 105', '25974348'),
('Brasil', 'dznmiwh', 'bjehktt', 'irrhvsx', 'czysgvf', '197', NULL, '10329137'),
('Brasil', 'yaspysg', 'mtbrifh', 'inmsdaw', 'pjicxns', '412', NULL, '23093994'),
('Brasil', 'ibzzall', 'jfpfrks', 'zzqlump', 'ndkpbvm', '258', NULL, '6005805'),
('Brasil', 'iiniszf', 'ldmwrcb', 'cwwznjf', 'gwufbah', '622', NULL, '77266418'),
('Brasil', 'bygygcp', 'ojioakh', 'icbzoyo', 'cfdzlzz', '671', 'Apto 110', '52242351'),
('Brasil', 'zzwbacb', 'ofwnfkm', 'tcsthon', 'qegkbws', '664', NULL, '37638106'),
('Brasil', 'qotzoxm', 'cjfnfrc', 'loyinge', 'memhcpx', '420', NULL, '72420605'),
('Brasil', 'gxdiwfv', 'pnzetwk', 'qkbsywi', 'khbxhab', '176', NULL, '82955658'),
('Brasil', 'uyfhokh', 'kduihfb', 'mrmbizo', 'bnrqrpw', '769', NULL, '54496855'),
('Brasil', 'aveuqsd', 'mkfwgbr', 'aqntrrr', 'kuvnwkc', '840', 'Apto 115', '58696319'),
('Brasil', 'bcoojtw', 'qciqnss', 'nhmuwum', 'geaizss', '709', NULL, '79081881'),
('Brasil', 'fozeyuu', 'vbxlmea', 'ndiaweo', 'gnoxhun', '578', NULL, '8031333'),
('Brasil', 'qntpcwn', 'kacttbn', 'fdjmllq', 'dnrpwtm', '691', NULL, '84002257'),
('Brasil', 'usjpadl', 'nklicwo', 'munniuu', 'bvkziii', '461', NULL, '58241123'),
('Brasil', 'dwogczk', 'yrzaifn', 'bfzjcuo', 'fdmduye', '847', 'Apto 120', '70714194'),
('Brasil', 'gipbtso', 'bvdmuob', 'dvogteq', 'jwaqxbh', '831', NULL, '95769816'),
('Brasil', 'ccmxbnq', 'risqhkc', 'oxbcygs', 'jlgwapd', '660', NULL, '53403366'),
('Brasil', 'nwcxskv', 'xrnbekc', 'jsqexpk', 'xzlhjbk', '875', NULL, '16361627'),
('Brasil', 'brifbkg', 'hcsuonl', 'tdsfifi', 'kxgoygr', '758', NULL, '64189407'),
('Brasil', 'ieusrhg', 'ltndrbq', 'bqzxqoy', 'uzqirgm', '709', 'Apto 125', '92084814'),
('Brasil', 'llslrla', 'ybnbxil', 'ulbnukj', 'dolaafj', '974', NULL, '89987465'),
('Brasil', 'xrnzwps', 'ejlkrin', 'lqxqgir', 'rebiikz', '760', NULL, '13827770'),
('Brasil', 'bdxhnoe', 'zlwjpbr', 'dsvfdmo', 'qgsxksq', '199', NULL, '38307979'),
('Brasil', 'dcjesby', 'mhhkhfh', 'ugnfydm', 'dhosstb', '821', NULL, '93528710'),
('Brasil', 'llyrjve', 'njhfoqq', 'bkjzzqa', 'yzsdjcs', '592', 'Apto 130', '8651307'),
('Brasil', 'urdvmxs', 'qzebmem', 'eprjutv', 'xbweqbb', '884', NULL, '37472729'),
('Brasil', 'lpoemfe', 'xayqevc', 'hddrolc', 'sfllspq', '540', NULL, '62573745'),
('Brasil', 'bborjxo', 'ibukgsc', 'ktdpdzr', 'atgzffi', '274', NULL, '64616679'),
('Brasil', 'basjxyw', 'wbqmroz', 'hbdxdil', 'pdczwvj', '567', NULL, '68659771'),
('Brasil', 'hbtabhk', 'paldyip', 'xllhyeu', 'aelsdvh', '539', 'Apto 135', '55409644'),
('Brasil', 'aubowck', 'qwlrdyv', 'ixcxfnf', 'ijauszw', '956', NULL, '97878735'),
('Brasil', 'bkubsvg', 'vcpfsif', 'bbqarnb', 'gupeloh', '32', NULL, '22044392'),
('Brasil', 'qetqlkd', 'jtnvfco', 'ltzsbxj', 'uagibfm', '945', NULL, '66566474'),
('Brasil', 'ammufhb', 'vxnstwg', 'rixibfm', 'ehlgdsq', '926', NULL, '20444496'),
('Brasil', 'oliwnqo', 'yqlrxim', 'ywqfheb', 'dbneavz', '61', 'Apto 140', '81721227'),
('Brasil', 'jodzvtr', 'csdcslx', 'ipphrli', 'vuafbjc', '593', NULL, '55381895'),
('Brasil', 'cyxlzpr', 'kibdlgp', 'zpehsnv', 'fbfvcru', '714', NULL, '60853889'),
('Brasil', 'unhhjjb', 'kxtohpd', 'knyhabl', 'qxrqqqt', '33', NULL, '65942767'),
('Brasil', 'wtbjdzo', 'sgqrska', 'yddzkwu', 'xqtnbbx', '948', NULL, '41419401'),
('Brasil', 'asiyerb', 'mxmtrey', 'buzxymy', 'qkpinkn', '71', 'Apto 145', '74104252'),
('Brasil', 'tfxokcb', 'usbbbfg', 'hvzvuxr', 'vhjfadi', '416', NULL, '93065886'),
('Brasil', 'zwailde', 'mdyqfcs', 'cwckyzt', 'gvkzrhh', '99', NULL, '54143075'),
('Brasil', 'bgmgnqq', 'mvhgtai', 'arpolyh', 'ibfbjut', '75', NULL, '46517500'),
('Brasil', 'vtoaqap', 'dwxplxx', 'wbwcqyf', 'fjipmkb', '394', NULL, '6362466'),
('Brasil', 'qivhiiz', 'luytsjx', 'xpklxpc', 'npotfbs', '195', 'Apto 150', '83709040'),
('Brasil', 'bocbnrv', 'whsenph', 'xtxnfym', 'qlptnhl', '152', NULL, '91092335'),
('Brasil', 'fbyfccz', 'mnrqpmy', 'jpfxfeg', 'pmegfbh', '89', NULL, '1831507'),
('Brasil', 'mayntub', 'iokfrwy', 'nmobcpg', 'qjcvdqu', '70', NULL, '22665085'),
('Brasil', 'uakxhtt', 'pfndlrk', 'vpbvlst', 'ftynbtp', '811', NULL, '72602594'),
('Brasil', 'lwabjxu', 'ajrhbeg', 'buitxkt', 'prmljhs', '627', 'Apto 155', '94441754'),
('Brasil', 'ahnncjk', 'dbuelhp', 'bubduiw', 'yudrmbq', '760', NULL, '59853048'),
('Brasil', 'jjryoqr', 'kfprnew', 'rzktoyx', 'imhranj', '658', NULL, '92813160'),
('Brasil', 'lhsfzsi', 'fcghkbl', 'fngbwhp', 'xpdsbsv', '231', NULL, '18385696'),
('Brasil', 'rabckit', 'pqyxyhs', 'vbckabq', 'sgvzxun', '875', NULL, '13304344'),
('Brasil', 'mzvgble', 'dwkjann', 'bwnnkml', 'dcaxoae', '862', 'Apto 160', '36809780'),
('Brasil', 'qdotymw', 'xsyuqjg', 'pysjqry', 'jyegdvl', '586', NULL, '36900313'),
('Brasil', 'hpfgbtl', 'qnlkzva', 'jbuwzol', 'cmwkrmm', '966', NULL, '95113604'),
('Brasil', 'wtxlpen', 'kuttdrx', 'rqzhyvd', 'nskuobh', '139', NULL, '65562037'),
('Brasil', 'jrftflr', 'mbylybf', 'pfdqpqq', 'mbhqmbw', '633', NULL, '26910600'),
('Brasil', 'mblbjvx', 'wztphhi', 'zypocqr', 'lhkcepj', '311', 'Apto 165', '63008563'),
('Brasil', 'pipvwbb', 'vlkyrcy', 'cbtdtns', 'kcmitmq', '836', NULL, '19609529'),
('Brasil', 'xqnwqja', 'nmkbqxk', 'bfbibxd', 'tbbahim', '816', NULL, '97861922'),
('Brasil', 'mxpuqbq', 'emlfhku', 'gyndszi', 'ajgpueu', '430', NULL, '95425619'),
('Brasil', 'srnmzqb', 'buqxjsp', 'dtwbhzg', 'beppubn', '629', NULL, '33282624'),
('Brasil', 'kanuebe', 'mcwdkqf', 'vzlodlz', 'qrznhzn', '263', 'Apto 170', '36390468'),
('Brasil', 'nmexnxn', 'nnskapq', 'amgonll', 'ujwfqcj', '764', NULL, '27181656'),
('Brasil', 'fnrxhhp', 'pavecca', 'vefpsbu', 'mjybvds', '88', NULL, '40495656'),
('Brasil', 'bbtdwbz', 'hbxkpga', 'bbyhqhv', 'mnbwuet', '431', NULL, '17332640'),
('Brasil', 'bkserou', 'xmfuxqs', 'lnjdmdc', 'ibciiqk', '579', NULL, '32569807'),
('Brasil', 'xyirbvk', 'rnafgmd', 'rerykke', 'skzjbdm', '291', 'Apto 175', '40376611'),
('Brasil', 'zpmbldu', 'wjacbge', 'bsftcmn', 'syfamja', '62', NULL, '66708237'),
('Brasil', 'vkbctnj', 'mxboxgi', 'kznkasc', 'hdjvlqk', '100', NULL, '44264766'),
('Brasil', 'anzugem', 'jhqxnnp', 'slyvdct', 'gbsuwbi', '568', NULL, '79589449'),
('Brasil', 'sbupdbu', 'coanewr', 'lpzsmle', 'ziurwgz', '572', NULL, '51587860'),
('Brasil', 'cswynze', 'xeyfhnr', 'uzcretk', 'tbuohep', '149', 'Apto 180', '94390848'),
('Brasil', 'jpyjtrr', 'cgjpcwb', 'rrieebs', 'xsmkayo', '215', NULL, '30440461'),
('Brasil', 'pxbkvjz', 'pmopizf', 'fzdiblj', 'hmegwnn', '34', NULL, '93217149'),
('Brasil', 'urxryxy', 'otzbaoa', 'hnulnkk', 'vlxkigx', '422', NULL, '15575082'),
('Brasil', 'hqakfxi', 'oztcfem', 'nxaeuvp', 'qdfbbji', '556', NULL, '76669958'),
('Brasil', 'rqnmdmi', 'dhcxvlz', 'fnjxdnl', 'hgftglb', '833', 'Apto 185', '51379370'),
('Brasil', 'nvsxbxc', 'imuqybv', 'yvukciv', 'qybpdhl', '425', NULL, '64532005'),
('Brasil', 'qrsatzh', 'evctvad', 'kfsoyfm', 'gaqdcfj', '841', NULL, '72388512'),
('Brasil', 'dtfggxs', 'jrioeop', 'rtphqda', 'jnymxbb', '568', NULL, '75916138'),
('Brasil', 'ypkhopy', 'epkknlh', 'mhaqfcg', 'ekrbrxl', '316', NULL, '88136788'),
('Brasil', 'slfkgky', 'cgbdgcz', 'axuherp', 'hbeyfir', '861', 'Apto 190', '5431193'),
('Brasil', 'evdyzbh', 'qghhhag', 'rbrgclb', 'qdfkxhh', '878', NULL, '4070641'),
('Brasil', 'hsobmek', 'dfrbvgy', 'hkzbcwe', 'rkszryb', '470', NULL, '34966657'),
('Brasil', 'ayjnhfb', 'jlyfpcs', 'ebpggcc', 'jdasqnl', '437', NULL, '65445411'),
('Brasil', 'kofwbdq', 'auvrdym', 'behqjrk', 'ntfrcra', '54', NULL, '71496209'),
('Brasil', 'ibclpqn', 'lbutawv', 'ofbbdpx', 'diwirsf', '376', 'Apto 195', '56295631'),
('Brasil', 'bpizjlb', 'funeghi', 'fsbmfpe', 'qpulhvh', '205', NULL, '41657228'),
('Brasil', 'olbiegs', 'uvkccji', 'icdaadg', 'mfvfpyc', '916', NULL, '53577340'),
('Brasil', 'gtczqji', 'csejerh', 'bftvqud', 'esxtmvo', '726', NULL, '76171585'),
('Brasil', 'ygflijm', 'selbmgx', 'hambcoh', 'pporzvb', '375', NULL, '78110558'),
('Brasil', 'vzkzdue', 'wmuwskb', 'rzmsbba', 'olnmbbc', '817', 'Apto 200', '83645754'),
('Brasil', 'eityrbj', 'uzhpbwn', 'wxzpugd', 'ppblvbv', '339', NULL, '98630769'),
('Brasil', 'maguhoe', 'fknutoq', 'kcfkmrd', 'htrscui', '225', NULL, '35896276'),
('Brasil', 'rpkkbvh', 'iqwbyqd', 'uonyzsh', 'aadxhoz', '509', NULL, '42802349'),
('Brasil', 'smrakcc', 'gehzzjm', 'bblkllv', 'bpcoaqz', '620', NULL, '16662474'),
('Brasil', 'bmnxzvd', 'mzojmsw', 'utpzvxb', 'fuzxpkh', '474', 'Apto 205', '73744655'),
('Brasil', 'ycwcbhc', 'ninprmr', 'ibtoujj', 'auitdbz', '305', NULL, '63191661'),
('Brasil', 'zamxbeq', 'uekmabz', 'ehorjod', 'pnfkeev', '691', NULL, '22626357'),
('Brasil', 'awbhmwz', 'obxdbbf', 'yzbfjbu', 'hroxkbp', '738', NULL, '42688659'),
('Brasil', 'tpwamcb', 'zfeheax', 'vaabovm', 'gkwelyh', '274', NULL, '60254215'),
('Brasil', 'itewwzz', 'vpebmbb', 'eajhvjq', 'krzdubm', '65', 'Apto 210', '8117030'),
('Brasil', 'jaqcfks', 'pmtemwh', 'qhieptc', 'zsqkyuq', '916', NULL, '26295092'),
('Brasil', 'jtwvaho', 'krxndwv', 'gigkpjt', 'wrpbqzo', '439', NULL, '90735730'),
('Brasil', 'rifireb', 'ylbcukp', 'ablbhzg', 'dbdtpvs', '948', NULL, '4674523'),
('Brasil', 'qluuicx', 'ogznoho', 'tlklrqq', 'vfnegln', '146', NULL, '26980313'),
('Brasil', 'memxaxf', 'sjxprxi', 'yovqklm', 'wuxkmwg', '817', 'Apto 215', '25577844'),
('Brasil', 'rlihpmh', 'rqstmbi', 'uqfhiwd', 'ipomvio', '671', NULL, '40534216'),
('Brasil', 'lhubyyr', 'rpqvubz', 'cygsuyr', 'pwpyhco', '87', NULL, '31247190'),
('Brasil', 'hycjlbr', 'aqsjnik', 'vyjvbdt', 'mriqdnt', '591', NULL, '72255733'),
('Brasil', 'hkjwzrc', 'qdvhosn', 'vuazgwm', 'jyazqjc', '781', NULL, '42482000'),
('Brasil', 'emipezg', 'cwgeqew', 'cnwzbnq', 'sbjrmwu', '577', 'Apto 220', '53636328'),
('Brasil', 'bbmdcob', 'eoetgwl', 'dhcekrz', 'hdxebgb', '824', NULL, '53984324'),
('Brasil', 'qqejiyl', 'lnbibwh', 'jadjbbk', 'lzbglum', '648', NULL, '16262737'),
('Brasil', 'zgtptkb', 'adlwbrk', 'lbfsvgm', 'ikqnkbi', '982', NULL, '60971467'),
('Brasil', 'ohmwvxc', 'awybmeg', 'yxulrfr', 'vfdhecb', '292', NULL, '52220370'),
('Brasil', 'uemumkw', 'bcdobjo', 'xdarxvb', 'mcoskhu', '115', 'Apto 225', '92854888'),
('Brasil', 'mtbhxbl', 'scnnvmm', 'mvelyee', 'zuisvwi', '648', NULL, '99439145'),
('Brasil', 'zvorohs', 'bmvhoow', 'jwwxmel', 'fvvybeb', '404', NULL, '57005915'),
('Brasil', 'jyrkkoc', 'rvfggsc', 'trbvsaz', 'awsybrb', '579', NULL, '24862775'),
('Brasil', 'fxybzkl', 'adpfqqi', 'cxkyymz', 'glbhdbo', '195', NULL, '8539635'),
('Brasil', 'tnbbwxj', 'imtzyqk', 'cnowdou', 'xuemfdp', '318', 'Apto 230', '74836438'),
('Brasil', 'kbhyprt', 'nzvqlpq', 'vqipvmv', 'tycsiri', '634', NULL, '64303988'),
('Brasil', 'ctekzhq', 'bbbppbv', 'nvvrupx', 'owzaune', '636', NULL, '69873088'),
